IdZdarzenia;Data;IdOsoby;IdWykroczenia
2065;2023-05-31;179;1
2066;2023-05-31;455;6
2067;2023-06-01;909;6
2068;2023-06-01;657;6
2069;2023-06-01;293;2
2070;2023-06-01;909;5
2071;2023-06-01;265;5
2072;2023-06-01;600;2
2073;2023-06-01;391;1
2074;2023-06-01;733;1
2075;2023-06-01;86;4
2076;2023-06-01;177;4
2077;2023-06-01;315;2
2078;2023-06-01;920;1
2079;2023-06-01;854;1
2080;2023-06-02;939;3
2081;2023-06-02;346;2
2082;2023-06-02;600;2
2083;2023-06-02;647;1
2084;2023-06-02;376;3
2085;2023-06-02;435;4
2086;2023-06-02;844;4
2087;2023-06-02;68;6
2088;2023-06-02;115;3
2089;2023-06-02;588;6
2090;2023-06-02;48;2
2091;2023-06-02;891;2
2092;2023-06-02;511;1
2093;2023-06-02;31;5
2094;2023-06-02;615;2
2095;2023-06-02;289;5
2096;2023-06-02;813;6
2097;2023-06-02;98;2
2098;2023-06-02;494;3
2099;2023-06-02;681;2
2100;2023-06-02;645;6
2101;2023-06-02;646;2
2102;2023-06-02;785;4
2103;2023-06-03;894;2
2104;2023-06-03;487;2
2105;2023-06-03;217;1
2106;2023-06-03;911;4
2107;2023-06-03;658;6
2108;2023-06-03;891;3
2109;2023-06-03;492;4
2110;2023-06-03;749;5
2111;2023-06-03;894;3
2112;2023-06-03;137;1
2113;2023-06-03;647;5
2114;2023-06-04;303;1
2115;2023-06-04;838;2
2116;2023-06-04;948;1
2117;2023-06-04;508;6
2118;2023-06-04;645;6
2119;2023-06-04;464;4
2120;2023-06-04;226;6
2121;2023-06-04;864;2
2122;2023-06-04;860;4
2123;2023-06-04;530;3
2124;2023-06-04;223;6
2125;2023-06-04;745;5
2126;2023-06-04;520;5
2127;2023-06-04;390;2
2128;2023-06-04;496;3
2129;2023-06-05;828;2
2130;2023-06-05;25;1
2131;2023-06-05;176;4
2132;2023-06-05;316;5
2133;2023-06-05;899;2
2134;2023-06-05;190;1
2135;2023-06-05;873;2
2136;2023-06-05;724;4
2137;2023-06-05;304;6
2138;2023-06-05;612;6
2139;2023-06-05;450;5
2140;2023-06-05;102;2
2141;2023-06-05;182;3
2142;2023-06-05;218;3
2143;2023-06-05;126;1
2144;2023-06-06;153;1
2145;2023-06-06;836;4
2146;2023-06-06;107;1
2147;2023-06-06;679;1
2148;2023-06-06;664;3
2149;2023-06-06;407;1
2150;2023-06-06;269;1
2151;2023-06-07;723;1
2152;2023-06-07;185;4
2153;2023-06-07;269;3
2154;2023-06-07;371;1
2155;2023-06-07;270;5
2156;2023-06-07;817;2
2157;2023-06-07;822;1
2158;2023-06-07;688;1
2159;2023-06-07;398;3
2160;2023-06-07;688;3
2161;2023-06-07;282;1
2162;2023-06-07;30;5
2163;2023-06-08;844;5
2164;2023-06-08;153;6
2165;2023-06-08;414;3
2166;2023-06-08;216;1
2167;2023-06-08;198;5
2168;2023-06-08;545;1
2169;2023-06-08;27;2
2170;2023-06-08;506;3
2171;2023-06-08;295;3
2172;2023-06-08;869;1
2173;2023-06-08;431;2
2174;2023-06-08;966;1
2175;2023-06-08;49;5
2176;2023-06-08;613;1
2177;2023-06-09;535;3
2178;2023-06-09;180;5
2179;2023-06-09;218;5
2180;2023-06-09;328;5
2181;2023-06-09;978;4
2182;2023-06-09;153;6
2183;2023-06-10;299;4
2184;2023-06-10;636;2
2185;2023-06-10;230;3
2186;2023-06-10;176;1
2187;2023-06-10;905;5
2188;2023-06-10;309;5
2189;2023-06-10;300;1
2190;2023-06-10;448;3
2191;2023-06-10;699;1
2192;2023-06-10;823;6
2193;2023-06-10;535;1
2194;2023-06-10;265;4
2195;2023-06-10;843;6
2196;2023-06-10;94;1
2197;2023-06-11;595;6
2198;2023-06-11;278;6
2199;2023-06-11;602;2
2200;2023-06-11;840;5
2201;2023-06-11;245;1
2202;2023-06-11;491;6
2203;2023-06-11;959;2
2204;2023-06-11;484;2
2205;2023-06-11;50;2
2206;2023-06-11;421;2
2207;2023-06-11;307;4
2208;2023-06-11;997;4
2209;2023-06-11;106;1
2210;2023-06-11;924;6
2211;2023-06-11;839;6
2212;2023-06-11;356;1
2213;2023-06-11;202;5
2214;2023-06-11;810;2
2215;2023-06-12;762;2
2216;2023-06-12;224;3
2217;2023-06-12;40;3
2218;2023-06-12;870;5
2219;2023-06-12;470;6
2220;2023-06-12;781;1
2221;2023-06-12;945;4
2222;2023-06-12;464;6
2223;2023-06-12;445;5
2224;2023-06-12;526;5
2225;2023-06-12;431;5
2226;2023-06-13;66;5
2227;2023-06-13;615;1
2228;2023-06-13;277;6
2229;2023-06-13;445;1
2230;2023-06-13;976;2
2231;2023-06-13;628;5
2232;2023-06-13;121;4
2233;2023-06-13;732;1
2234;2023-06-13;770;5
2235;2023-06-13;134;2
2236;2023-06-13;684;2
2237;2023-06-13;598;6
2238;2023-06-13;699;3
2239;2023-06-13;445;2
2240;2023-06-13;417;3
2241;2023-06-13;284;4
2242;2023-06-13;89;2
2243;2023-06-13;125;4
2244;2023-06-13;166;5
2245;2023-06-14;277;4
2246;2023-06-14;286;3
2247;2023-06-14;916;3
2248;2023-06-14;133;4
2249;2023-06-14;250;6
2250;2023-06-14;799;1
2251;2023-06-14;718;6
2252;2023-06-14;572;6
2253;2023-06-14;503;5
2254;2023-06-14;923;3
2255;2023-06-14;420;2
2256;2023-06-14;847;4
2257;2023-06-14;750;6
2258;2023-06-15;800;5
2259;2023-06-15;310;2
2260;2023-06-15;48;5
2261;2023-06-15;398;4
2262;2023-06-15;234;6
2263;2023-06-15;797;2
2264;2023-06-15;572;6
2265;2023-06-15;704;1
2266;2023-06-15;311;5
2267;2023-06-15;654;1
2268;2023-06-15;112;5
2269;2023-06-15;802;4
2270;2023-06-15;50;5
2271;2023-06-15;81;5
2272;2023-06-15;531;5
2273;2023-06-16;432;1
2274;2023-06-16;705;4
2275;2023-06-16;530;4
2276;2023-06-16;923;2
2277;2023-06-16;684;1
2278;2023-06-16;993;3
2279;2023-06-16;142;2
2280;2023-06-16;343;6
2281;2023-06-16;326;2
2282;2023-06-16;502;4
2283;2023-06-16;268;4
2284;2023-06-16;867;6
2285;2023-06-16;240;4
2286;2023-06-16;634;2
2287;2023-06-16;593;2
2288;2023-06-16;963;3
2289;2023-06-16;966;3
2290;2023-06-16;751;1
2291;2023-06-16;113;2
2292;2023-06-16;184;4
2293;2023-06-16;869;6
2294;2023-06-17;773;3
2295;2023-06-17;211;1
2296;2023-06-17;646;6
2297;2023-06-17;91;3
2298;2023-06-17;948;3
2299;2023-06-17;275;2
2300;2023-06-17;773;5
2301;2023-06-17;937;3
2302;2023-06-17;86;6
2303;2023-06-17;257;3
2304;2023-06-17;847;6
2305;2023-06-17;673;6
2306;2023-06-17;770;2
2307;2023-06-17;170;2
2308;2023-06-17;922;4
2309;2023-06-17;863;3
2310;2023-06-17;156;2
2311;2023-06-18;257;1
2312;2023-06-18;773;6
2313;2023-06-18;610;6
2314;2023-06-18;118;6
2315;2023-06-18;734;5
2316;2023-06-18;530;6
2317;2023-06-18;666;3
2318;2023-06-18;716;4
2319;2023-06-18;61;4
2320;2023-06-18;884;5
2321;2023-06-18;812;3
2322;2023-06-18;909;2
2323;2023-06-18;823;2
2324;2023-06-19;766;5
2325;2023-06-19;603;6
2326;2023-06-19;337;4
2327;2023-06-19;255;2
2328;2023-06-19;235;6
2329;2023-06-19;308;1
2330;2023-06-19;853;6
2331;2023-06-19;965;1
2332;2023-06-19;237;6
2333;2023-06-19;291;2
2334;2023-06-19;448;6
2335;2023-06-19;697;3
2336;2023-06-19;69;6
2337;2023-06-19;275;4
2338;2023-06-19;244;1
2339;2023-06-20;115;4
2340;2023-06-20;889;3
2341;2023-06-20;856;4
2342;2023-06-20;331;5
2343;2023-06-20;480;2
2344;2023-06-20;999;3
2345;2023-06-20;350;3
2346;2023-06-20;374;4
2347;2023-06-20;253;4
2348;2023-06-20;932;6
2349;2023-06-20;202;6
2350;2023-06-21;958;4
2351;2023-06-21;167;1
2352;2023-06-21;243;5
2353;2023-06-21;686;4
2354;2023-06-21;473;4
2355;2023-06-21;896;4
2356;2023-06-21;474;5
2357;2023-06-21;221;5
2358;2023-06-21;776;5
2359;2023-06-21;897;2
2360;2023-06-21;14;4
2361;2023-06-22;790;4
2362;2023-06-22;283;3
2363;2023-06-22;407;1
2364;2023-06-22;188;4
2365;2023-06-22;716;6
2366;2023-06-22;456;6
2367;2023-06-22;841;6
2368;2023-06-22;85;6
2369;2023-06-22;47;1
2370;2023-06-22;708;3
2371;2023-06-22;140;1
2372;2023-06-23;652;2
2373;2023-06-23;422;6
2374;2023-06-23;145;3
2375;2023-06-23;289;5
2376;2023-06-23;546;6
2377;2023-06-23;925;4
2378;2023-06-23;548;2
2379;2023-06-23;298;5
2380;2023-06-23;341;3
2381;2023-06-23;866;3
2382;2023-06-24;213;6
2383;2023-06-24;258;3
2384;2023-06-24;600;2
2385;2023-06-24;315;1
2386;2023-06-24;316;6
2387;2023-06-24;825;4
2388;2023-06-25;238;2
2389;2023-06-25;641;1
2390;2023-06-25;523;3
2391;2023-06-25;465;5
2392;2023-06-25;498;6
2393;2023-06-25;509;3
2394;2023-06-25;927;6
2395;2023-06-25;338;6
2396;2023-06-25;848;3
2397;2023-06-25;952;6
2398;2023-06-25;986;4
2399;2023-06-25;898;5
2400;2023-06-25;569;2
2401;2023-06-25;295;6
2402;2023-06-25;680;3
2403;2023-06-26;685;2
2404;2023-06-26;302;4
2405;2023-06-26;850;6
2406;2023-06-26;351;1
2407;2023-06-26;640;5
2408;2023-06-26;437;4
2409;2023-06-26;548;5
2410;2023-06-26;590;3
2411;2023-06-26;273;6
2412;2023-06-26;113;5
2413;2023-06-26;446;4
2414;2023-06-26;982;3
2415;2023-06-26;44;1
2416;2023-06-26;13;3
2417;2023-06-26;524;3
2418;2023-06-26;656;6
2419;2023-06-26;685;5
2420;2023-06-26;183;4
2421;2023-06-26;601;1
2422;2023-06-27;244;1
2423;2023-06-27;257;2
2424;2023-06-27;92;4
2425;2023-06-27;72;1
2426;2023-06-27;831;5
2427;2023-06-27;834;1
2428;2023-06-27;760;2
2429;2023-06-27;517;1
2430;2023-06-27;872;4
2431;2023-06-27;684;1
2432;2023-06-27;112;2
2433;2023-06-27;52;3
2434;2023-06-27;757;4
2435;2023-06-27;797;3
2436;2023-06-27;803;6
2437;2023-06-27;453;1
2438;2023-06-27;66;4
2439;2023-06-28;28;1
2440;2023-06-28;121;6
2441;2023-06-28;429;2
2442;2023-06-28;689;2
2443;2023-06-28;751;2
2444;2023-06-28;738;6
2445;2023-06-28;119;6
2446;2023-06-28;108;6
2447;2023-06-28;184;1
2448;2023-06-28;937;2
2449;2023-06-28;639;3
2450;2023-06-28;414;1
2451;2023-06-29;551;2
2452;2023-06-29;449;1
2453;2023-06-29;61;5
2454;2023-06-29;557;6
2455;2023-06-29;495;6
2456;2023-06-29;439;4
2457;2023-06-30;138;6
2458;2023-06-30;542;6
2459;2023-06-30;143;6
2460;2023-06-30;864;5
2461;2023-06-30;189;4
2462;2023-06-30;393;3
2463;2023-06-30;725;3
2464;2023-06-30;941;2
2465;2023-06-30;190;6
2466;2023-06-30;696;5
2467;2023-06-30;984;4
2468;2023-06-30;443;3
2469;2023-07-01;690;6
2470;2023-07-01;402;3
2471;2023-07-01;941;1
2472;2023-07-01;360;2
2473;2023-07-01;673;3
2474;2023-07-01;486;1
2475;2023-07-01;150;6
2476;2023-07-01;462;1
2477;2023-07-01;122;2
2478;2023-07-01;832;5
2479;2023-07-01;117;6
2480;2023-07-01;358;1
2481;2023-07-01;675;1
2482;2023-07-02;323;2
2483;2023-07-02;85;5
2484;2023-07-02;400;1
2485;2023-07-02;847;6
2486;2023-07-02;955;1
2487;2023-07-02;403;5
2488;2023-07-02;569;1
2489;2023-07-02;183;3
2490;2023-07-02;172;5
2491;2023-07-02;882;2
2492;2023-07-02;928;3
2493;2023-07-02;385;4
2494;2023-07-02;360;5
2495;2023-07-02;860;5
2496;2023-07-02;516;6
2497;2023-07-02;201;3
2498;2023-07-02;811;4
2499;2023-07-02;890;5
2500;2023-07-03;640;3
2501;2023-07-03;799;5
2502;2023-07-03;359;1
2503;2023-07-03;248;4
2504;2023-07-03;395;2
2505;2023-07-03;641;3
2506;2023-07-03;739;5
2507;2023-07-03;633;5
2508;2023-07-03;68;4
2509;2023-07-03;245;1
2510;2023-07-03;180;4
2511;2023-07-03;399;3
2512;2023-07-03;743;1
2513;2023-07-03;296;2
2514;2023-07-03;541;2
2515;2023-07-04;149;4
2516;2023-07-04;422;1
2517;2023-07-04;862;5
2518;2023-07-04;85;5
2519;2023-07-04;210;2
2520;2023-07-04;642;5
2521;2023-07-04;587;3
2522;2023-07-04;239;1
2523;2023-07-04;238;5
2524;2023-07-04;523;1
2525;2023-07-04;304;5
2526;2023-07-05;207;5
2527;2023-07-05;343;4
2528;2023-07-05;393;1
2529;2023-07-05;801;5
2530;2023-07-05;274;1
2531;2023-07-05;759;1
2532;2023-07-05;63;6
2533;2023-07-05;497;2
2534;2023-07-05;594;3
2535;2023-07-05;813;6
2536;2023-07-05;205;5
2537;2023-07-05;810;4
2538;2023-07-06;266;3
2539;2023-07-06;836;1
2540;2023-07-06;464;5
2541;2023-07-06;76;4
2542;2023-07-06;964;3
2543;2023-07-06;353;5
2544;2023-07-06;940;1
2545;2023-07-06;162;2
2546;2023-07-06;699;1
2547;2023-07-06;772;3
2548;2023-07-06;887;3
2549;2023-07-06;427;4
2550;2023-07-06;396;2
2551;2023-07-06;413;2
2552;2023-07-06;721;6
2553;2023-07-06;893;2
2554;2023-07-06;316;6
2555;2023-07-06;980;2
2556;2023-07-06;592;4
2557;2023-07-06;122;1
2558;2023-07-07;190;2
2559;2023-07-07;807;3
2560;2023-07-07;792;6
2561;2023-07-07;602;1
2562;2023-07-07;384;4
2563;2023-07-07;423;2
2564;2023-07-07;978;4
2565;2023-07-07;67;6
2566;2023-07-07;696;1
2567;2023-07-07;576;6
2568;2023-07-07;901;5
2569;2023-07-07;686;5
2570;2023-07-07;607;6
2571;2023-07-07;606;1
2572;2023-07-07;647;2
2573;2023-07-07;81;5
2574;2023-07-08;983;1
2575;2023-07-08;157;1
2576;2023-07-08;788;5
2577;2023-07-08;999;6
2578;2023-07-08;250;2
2579;2023-07-08;30;6
2580;2023-07-08;77;5
2581;2023-07-08;888;1
2582;2023-07-08;781;6
2583;2023-07-08;252;2
2584;2023-07-08;646;2
2585;2023-07-08;877;3
2586;2023-07-08;821;4
2587;2023-07-08;766;6
2588;2023-07-08;393;3
2589;2023-07-08;688;4
2590;2023-07-08;835;4
2591;2023-07-08;789;6
2592;2023-07-08;556;4
2593;2023-07-08;936;2
2594;2023-07-08;172;2
2595;2023-07-09;811;2
2596;2023-07-09;139;2
2597;2023-07-09;923;3
2598;2023-07-09;210;5
2599;2023-07-09;156;3
2600;2023-07-09;240;4
2601;2023-07-09;484;4
2602;2023-07-09;860;5
2603;2023-07-09;891;1
2604;2023-07-09;116;4
2605;2023-07-10;478;3
2606;2023-07-10;281;6
2607;2023-07-10;159;4
2608;2023-07-10;823;1
2609;2023-07-10;163;6
2610;2023-07-10;440;2
2611;2023-07-10;822;2
2612;2023-07-10;220;6
2613;2023-07-10;685;2
2614;2023-07-10;851;3
2615;2023-07-10;593;5
2616;2023-07-10;12;5
2617;2023-07-11;35;5
2618;2023-07-11;397;1
2619;2023-07-11;517;2
2620;2023-07-11;143;1
2621;2023-07-11;945;5
2622;2023-07-11;156;4
2623;2023-07-11;624;5
2624;2023-07-11;680;5
2625;2023-07-11;635;5
2626;2023-07-11;116;3
2627;2023-07-11;14;1
2628;2023-07-12;3;5
2629;2023-07-12;960;1
2630;2023-07-12;619;1
2631;2023-07-12;384;5
2632;2023-07-12;557;5
2633;2023-07-12;180;2
2634;2023-07-12;288;1
2635;2023-07-12;741;5
2636;2023-07-12;289;2
2637;2023-07-12;133;6
2638;2023-07-12;369;6
2639;2023-07-13;507;6
2640;2023-07-13;84;1
2641;2023-07-13;965;5
2642;2023-07-13;607;2
2643;2023-07-13;867;3
2644;2023-07-13;314;4
2645;2023-07-13;750;5
2646;2023-07-13;114;2
2647;2023-07-13;749;3
2648;2023-07-13;546;2
2649;2023-07-13;741;4
2650;2023-07-13;825;3
2651;2023-07-13;377;3
2652;2023-07-13;122;4
2653;2023-07-14;339;1
2654;2023-07-14;655;6
2655;2023-07-14;362;1
2656;2023-07-14;264;6
2657;2023-07-14;46;6
2658;2023-07-14;319;3
2659;2023-07-14;358;4
2660;2023-07-14;200;1
2661;2023-07-14;733;1
2662;2023-07-14;625;5
2663;2023-07-14;119;2
2664;2023-07-14;317;5
2665;2023-07-14;578;4
2666;2023-07-14;518;5
2667;2023-07-15;424;1
2668;2023-07-15;981;5
2669;2023-07-15;179;4
2670;2023-07-15;837;3
2671;2023-07-15;701;4
2672;2023-07-15;491;3
2673;2023-07-15;840;6
2674;2023-07-15;76;2
2675;2023-07-15;830;4
2676;2023-07-15;364;4
2677;2023-07-15;430;3
2678;2023-07-15;613;1
2679;2023-07-16;578;4
2680;2023-07-16;493;2
2681;2023-07-16;754;5
2682;2023-07-16;489;6
2683;2023-07-16;170;5
2684;2023-07-16;587;6
2685;2023-07-16;646;3
2686;2023-07-16;120;6
2687;2023-07-17;383;4
2688;2023-07-17;31;5
2689;2023-07-17;114;3
2690;2023-07-17;181;4
2691;2023-07-17;559;2
2692;2023-07-17;93;6
2693;2023-07-17;324;3
2694;2023-07-17;222;1
2695;2023-07-17;87;3
2696;2023-07-17;900;6
2697;2023-07-17;269;3
2698;2023-07-17;761;1
2699;2023-07-17;124;5
2700;2023-07-17;245;6
2701;2023-07-17;192;2
2702;2023-07-17;432;5
2703;2023-07-17;511;3
2704;2023-07-17;475;3
2705;2023-07-17;419;5
2706;2023-07-17;767;4
2707;2023-07-18;78;1
2708;2023-07-18;848;6
2709;2023-07-18;878;4
2710;2023-07-18;113;5
2711;2023-07-18;257;4
2712;2023-07-18;76;2
2713;2023-07-18;53;6
2714;2023-07-18;403;2
2715;2023-07-18;103;1
2716;2023-07-18;745;3
2717;2023-07-18;966;1
2718;2023-07-18;749;1
2719;2023-07-18;12;6
2720;2023-07-18;681;4
2721;2023-07-19;685;2
2722;2023-07-19;669;5
2723;2023-07-19;435;2
2724;2023-07-19;560;1
2725;2023-07-19;713;4
2726;2023-07-19;253;5
2727;2023-07-19;421;5
2728;2023-07-19;382;2
2729;2023-07-19;950;4
2730;2023-07-19;446;1
2731;2023-07-19;642;3
2732;2023-07-19;464;3
2733;2023-07-19;357;2
2734;2023-07-19;25;5
2735;2023-07-19;153;5
2736;2023-07-19;997;6
2737;2023-07-20;717;3
2738;2023-07-20;498;5
2739;2023-07-20;578;1
2740;2023-07-20;9;2
2741;2023-07-20;920;5
2742;2023-07-20;72;5
2743;2023-07-20;74;4
2744;2023-07-20;36;2
2745;2023-07-20;705;1
2746;2023-07-20;663;4
2747;2023-07-20;73;2
2748;2023-07-20;70;4
2749;2023-07-20;665;2
2750;2023-07-20;148;3
2751;2023-07-20;836;4
2752;2023-07-20;913;2
2753;2023-07-20;135;4
2754;2023-07-20;67;6
2755;2023-07-21;211;6
2756;2023-07-21;925;4
2757;2023-07-21;777;4
2758;2023-07-21;101;3
2759;2023-07-21;419;1
2760;2023-07-21;29;6
2761;2023-07-21;408;2
2762;2023-07-21;682;2
2763;2023-07-21;55;1
2764;2023-07-21;720;2
2765;2023-07-21;985;4
2766;2023-07-21;167;1
2767;2023-07-21;92;3
2768;2023-07-21;541;1
2769;2023-07-21;568;4
2770;2023-07-21;732;6
2771;2023-07-21;428;5
2772;2023-07-22;927;6
2773;2023-07-22;648;3
2774;2023-07-22;734;2
2775;2023-07-22;16;2
2776;2023-07-22;575;6
2777;2023-07-22;118;5
2778;2023-07-22;809;2
2779;2023-07-22;307;5
2780;2023-07-22;837;4
2781;2023-07-22;496;5
2782;2023-07-22;563;2
2783;2023-07-22;599;6
2784;2023-07-22;508;1
2785;2023-07-22;238;1
2786;2023-07-22;59;6
2787;2023-07-22;206;1
2788;2023-07-22;53;2
2789;2023-07-22;149;5
2790;2023-07-22;45;1
2791;2023-07-22;310;4
2792;2023-07-22;359;5
2793;2023-07-22;850;6
2794;2023-07-22;819;6
2795;2023-07-22;830;4
2796;2023-07-23;690;3
2797;2023-07-23;589;2
2798;2023-07-23;935;3
2799;2023-07-23;527;5
2800;2023-07-23;124;4
2801;2023-07-23;951;4
2802;2023-07-23;91;1
2803;2023-07-23;586;2
2804;2023-07-23;978;6
2805;2023-07-23;841;2
2806;2023-07-23;464;1
2807;2023-07-23;604;2
2808;2023-07-23;459;6
2809;2023-07-23;476;5
2810;2023-07-23;847;4
2811;2023-07-23;489;6
2812;2023-07-23;834;1
2813;2023-07-24;24;2
2814;2023-07-24;505;2
2815;2023-07-24;313;3
2816;2023-07-24;349;5
2817;2023-07-24;83;5
2818;2023-07-24;106;4
2819;2023-07-24;225;4
2820;2023-07-24;838;6
2821;2023-07-24;408;4
2822;2023-07-24;12;4
2823;2023-07-24;8;2
2824;2023-07-24;221;5
2825;2023-07-24;522;2
2826;2023-07-24;664;1
2827;2023-07-24;436;2
2828;2023-07-25;576;1
2829;2023-07-25;442;4
2830;2023-07-25;592;3
2831;2023-07-25;931;3
2832;2023-07-25;57;5
2833;2023-07-25;42;6
2834;2023-07-25;204;5
2835;2023-07-25;610;1
2836;2023-07-25;813;5
2837;2023-07-26;654;6
2838;2023-07-26;256;3
2839;2023-07-26;588;4
2840;2023-07-26;59;6
2841;2023-07-26;675;6
2842;2023-07-26;557;3
2843;2023-07-26;253;4
2844;2023-07-26;419;2
2845;2023-07-26;598;6
2846;2023-07-26;173;5
2847;2023-07-26;677;4
2848;2023-07-26;435;3
2849;2023-07-26;252;5
2850;2023-07-26;241;3
2851;2023-07-26;863;1
2852;2023-07-26;435;4
2853;2023-07-27;657;4
2854;2023-07-27;480;6
2855;2023-07-27;630;2
2856;2023-07-27;720;4
2857;2023-07-27;679;4
2858;2023-07-27;581;2
2859;2023-07-27;790;3
2860;2023-07-27;469;6
2861;2023-07-27;295;1
2862;2023-07-27;266;6
2863;2023-07-27;140;2
2864;2023-07-28;695;3
2865;2023-07-28;804;3
2866;2023-07-28;854;5
2867;2023-07-28;984;5
2868;2023-07-28;392;1
2869;2023-07-28;436;1
2870;2023-07-28;198;5
2871;2023-07-28;854;2
2872;2023-07-28;750;6
2873;2023-07-28;517;2
2874;2023-07-28;102;4
2875;2023-07-28;325;3
2876;2023-07-28;464;5
2877;2023-07-28;889;5
2878;2023-07-28;789;2
2879;2023-07-29;46;2
2880;2023-07-29;450;3
2881;2023-07-29;884;6
2882;2023-07-29;922;5
2883;2023-07-29;421;5
2884;2023-07-29;214;3
2885;2023-07-29;389;1
2886;2023-07-29;248;2
2887;2023-07-29;54;2
2888;2023-07-29;364;5
2889;2023-07-29;908;3
2890;2023-07-30;15;5
2891;2023-07-30;484;1
2892;2023-07-30;277;6
2893;2023-07-30;487;1
2894;2023-07-30;346;6
2895;2023-07-30;260;2
2896;2023-07-30;65;1
2897;2023-07-30;726;5
2898;2023-07-30;760;1
2899;2023-07-30;188;6
2900;2023-07-30;553;4
2901;2023-07-30;725;5
2902;2023-07-30;522;6
2903;2023-07-31;97;2
2904;2023-07-31;896;4
2905;2023-07-31;397;5
2906;2023-07-31;944;5
2907;2023-07-31;539;5
2908;2023-07-31;308;4
2909;2023-07-31;164;4
2910;2023-07-31;290;3
2911;2023-07-31;4;3
2912;2023-08-01;366;1
2913;2023-08-01;91;2
2914;2023-08-01;321;1
2915;2023-08-01;317;3
2916;2023-08-01;237;1
2917;2023-08-01;261;3
2918;2023-08-01;580;3
2919;2023-08-01;423;4
2920;2023-08-01;460;6
2921;2023-08-01;996;5
2922;2023-08-01;286;5
2923;2023-08-01;427;3
2924;2023-08-01;176;6
2925;2023-08-01;607;5
2926;2023-08-01;146;2
2927;2023-08-02;403;2
2928;2023-08-02;908;2
2929;2023-08-02;88;5
2930;2023-08-02;627;1
2931;2023-08-02;742;4
2932;2023-08-02;941;6
2933;2023-08-02;448;6
2934;2023-08-02;694;4
2935;2023-08-02;345;3
2936;2023-08-02;782;4
2937;2023-08-02;840;1
2938;2023-08-02;518;2
2939;2023-08-02;846;2
2940;2023-08-03;597;5
2941;2023-08-03;605;6
2942;2023-08-03;725;3
2943;2023-08-03;160;5
2944;2023-08-03;65;1
2945;2023-08-03;673;1
2946;2023-08-03;315;1
2947;2023-08-03;527;5
2948;2023-08-03;939;1
2949;2023-08-03;876;2
2950;2023-08-03;120;5
2951;2023-08-03;85;2
2952;2023-08-03;917;5
2953;2023-08-03;216;5
2954;2023-08-03;238;1
2955;2023-08-04;188;3
2956;2023-08-04;922;5
2957;2023-08-04;908;5
2958;2023-08-04;634;3
2959;2023-08-04;117;2
2960;2023-08-04;947;1
2961;2023-08-04;396;5
2962;2023-08-04;222;5
2963;2023-08-04;885;4
2964;2023-08-04;257;3
2965;2023-08-04;542;3
2966;2023-08-04;108;6
2967;2023-08-05;568;6
2968;2023-08-05;550;4
2969;2023-08-05;945;1
2970;2023-08-05;752;4
2971;2023-08-05;576;3
2972;2023-08-05;436;1
2973;2023-08-05;608;3
2974;2023-08-05;275;1
2975;2023-08-05;907;2
2976;2023-08-05;179;5
2977;2023-08-05;930;4
2978;2023-08-05;398;6
2979;2023-08-05;639;4
2980;2023-08-05;185;2
2981;2023-08-05;462;6
2982;2023-08-06;669;1
2983;2023-08-06;5;4
2984;2023-08-06;704;4
2985;2023-08-06;991;4
2986;2023-08-06;133;5
2987;2023-08-06;377;1
2988;2023-08-06;839;4
2989;2023-08-06;70;4
2990;2023-08-06;980;4
2991;2023-08-06;936;1
2992;2023-08-06;121;2
2993;2023-08-06;109;4
2994;2023-08-06;267;5
2995;2023-08-06;606;6
2996;2023-08-06;871;3
2997;2023-08-06;195;6
2998;2023-08-06;325;5
2999;2023-08-06;861;6
3000;2023-08-06;951;5
3001;2023-08-06;875;3
3002;2023-08-07;56;1
3003;2023-08-07;157;6
3004;2023-08-07;505;1
3005;2023-08-07;573;3
3006;2023-08-07;824;3
3007;2023-08-07;81;4
3008;2023-08-07;603;4
3009;2023-08-07;788;1
3010;2023-08-07;623;6
3011;2023-08-07;828;3
3012;2023-08-07;647;1
3013;2023-08-08;745;4
3014;2023-08-08;321;6
3015;2023-08-08;849;5
3016;2023-08-08;997;3
3017;2023-08-08;580;6
3018;2023-08-08;559;3
3019;2023-08-08;850;2
3020;2023-08-08;465;4
3021;2023-08-08;902;4
3022;2023-08-08;820;2
3023;2023-08-08;362;4
3024;2023-08-09;131;4
3025;2023-08-09;688;1
3026;2023-08-09;362;6
3027;2023-08-09;489;2
3028;2023-08-09;343;1
3029;2023-08-09;30;1
3030;2023-08-09;124;5
3031;2023-08-09;131;1
3032;2023-08-09;557;2
3033;2023-08-09;84;5
3034;2023-08-10;288;5
3035;2023-08-10;67;4
3036;2023-08-10;639;1
3037;2023-08-10;569;5
3038;2023-08-10;578;1
3039;2023-08-10;656;5
3040;2023-08-10;502;2
3041;2023-08-10;483;5
3042;2023-08-10;742;2
3043;2023-08-10;753;5
3044;2023-08-10;224;1
3045;2023-08-10;656;5
3046;2023-08-10;129;4
3047;2023-08-10;245;6
3048;2023-08-10;336;5
3049;2023-08-10;430;3
3050;2023-08-10;610;3
3051;2023-08-10;99;3
3052;2023-08-11;772;2
3053;2023-08-11;662;5
3054;2023-08-11;222;3
3055;2023-08-11;225;2
3056;2023-08-11;78;3
3057;2023-08-11;244;5
3058;2023-08-11;395;3
3059;2023-08-11;202;1
3060;2023-08-11;322;6
3061;2023-08-11;290;4
3062;2023-08-11;145;1
